httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,"'labels.""goog-managed-by""",labels.instanceId,labels.scaling_reason,logName,protoPayload.methodName,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/minScale""","'protoPayload.response.metadata.annotations.""run.googleapis.com/cpu-throttling""","'protoPayload.response.metadata.annotations.""run.googleapis.com/execution-environment""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/sessionAffinity""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""goog-managed-by""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.serviceAccountName,protoPayload.response.spec.timeoutSeconds,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.serviceName,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
,,,,,,,,,,,69119b740005bb8e3add2d65,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,AUTOSCALING,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:48.382792368Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Starting new instance. Reason: AUTOSCALING - Instance started due to configured scaling factors (e.g. CPU utilization, request throughput, etc.) or no existing capacity for current traffic.","'2025-11-10T07:59:48.375694Z",,
1.918639785s,HTTP/1.1,,74.125.215.139,GET,1138,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.78.2,200,Google,69119b7600062fea811b36c8,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:50.409633733Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,536351cffc55cd61,,"'2025-11-10T07:59:48.342504Z","'projects/cocreator-d0nbh/traces/678ae6093daa793191e3921a73d136cb",true
0.017941388s,HTTP/1.1,,192.178.15.67,GET,953,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/mah.php",3739,34.143.78.2,404,Google,691188300003dc756263a1f9,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:36.474954206Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,cde5f58a6299d76f,,"'2025-11-10T06:37:36.233040Z","'projects/cocreator-d0nbh/traces/d2846e95f5834abaf735b13872ee109b",
0.013264384s,HTTP/1.1,,192.178.15.68,GET,960,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/gecko-old.php",3743,34.143.79.2,404,Google,6911882f0002a7b845cd474d,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:35.477125516Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,374ee2b82c42a604,,"'2025-11-10T06:37:35.158926Z","'projects/cocreator-d0nbh/traces/646ca61e850393b00dacfc05d3067285",
0.013151112s,HTTP/1.1,,66.102.6.33,GET,958,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/wp-login.php",3745,34.143.78.2,404,Google,6911882e000d62213a489631,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:35.143001773Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,c376ad9b57619140,,"'2025-11-10T06:37:34.862151Z","'projects/cocreator-d0nbh/traces/36073999b4987b85b90295da7fa17793",
0.014790777s,HTTP/1.1,,74.125.215.129,GET,957,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/wp-load.php",3742,34.143.79.2,404,Google,6911882d00070cf72ae78e7e,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:33.479021713Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,939b01b57c2f49b2,,"'2025-11-10T06:37:33.445320Z","'projects/cocreator-d0nbh/traces/b7d1cf5472db7850f0dd1eadd9169288",
0.014272915s,HTTP/1.1,,64.233.172.10,GET,961,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/iR7SzrsOUEP.php",3745,34.143.76.2,404,Google,6911882d0002cfd7ce35722b,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:33.479021713Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,b36603cd06a5ab5d,,"'2025-11-10T06:37:33.168153Z","'projects/cocreator-d0nbh/traces/96ccbb16dddf183e1f013a80daf9160e",
0.020437763s,HTTP/1.1,,74.125.212.38,GET,955,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/index.php",3739,34.143.79.2,404,Google,6911882c000cfaad0f1d91b1,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:33.147681417Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,4bd253bface4027c,,"'2025-11-10T06:37:32.828501Z","'projects/cocreator-d0nbh/traces/042c9dda534afca55a83e083019e870d",
0.017116482s,HTTP/1.1,,74.125.212.138,GET,955,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/about.php",3742,34.143.78.2,404,Google,6911882c000996351a73d470,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:32.811532957Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,44044752834abcc3,,"'2025-11-10T06:37:32.609353Z","'projects/cocreator-d0nbh/traces/30fced163423321f8acdff2d2087f332",
0.019436661s,HTTP/1.1,,74.125.212.166,GET,955,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/admin.php",3740,34.143.72.2,404,Google,6911882c0004bc83da889c7a,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:32.480940482Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,c54dcab2f5f256ff,,"'2025-11-10T06:37:32.288834Z","'projects/cocreator-d0nbh/traces/79f258af2e1c820d9091d0996afb14e5",
0.017374513s,HTTP/1.1,,74.125.215.66,GET,955,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/file.php",3739,34.143.72.2,404,Google,6911882c0001fb1f45725756,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:32.148211057Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,89121aa64d49309e,,"'2025-11-10T06:37:32.110574Z","'projects/cocreator-d0nbh/traces/1dea3ed803f9549ebd8586364e7d8385",
0.024004710s,HTTP/1.1,,64.233.172.132,GET,957,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/content.php",3736,34.143.78.2,404,Google,6911882b000a72723789ef06,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:31.818177170Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,2dcf64037993654d,,"'2025-11-10T06:37:31.658665Z","'projects/cocreator-d0nbh/traces/ef9ebfad016324995cb606d44c7eae12",
0.019705554s,HTTP/1.1,,66.102.6.166,GET,958,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/atomlib.php",3741,34.143.78.2,404,Google,6911882b0002c6f20f0cb183,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:31.483340060Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,a91abd2b53c0d014,,"'2025-11-10T06:37:31.160761Z","'projects/cocreator-d0nbh/traces/4fb95aa06cd41ce1821746a78a779d14",
0.020973300s,HTTP/1.1,,74.125.212.235,GET,958,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/license.php",3742,34.143.76.2,404,Google,6911882a0007bfd5e8c9919d,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:30.816496820Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,a0e48b23ed4daea9,,"'2025-11-10T06:37:30.485336Z","'projects/cocreator-d0nbh/traces/e82b3db116f4f01f42ac1f66830b59a6",
0.028572769s,HTTP/1.1,,74.125.212.230,GET,958,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/plugins.php",3742,34.143.76.2,404,Google,6911882a0004fbab0ee7e7a8,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:30.484142948Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,a4566e01273045c6,,"'2025-11-10T06:37:30.296139Z","'projects/cocreator-d0nbh/traces/e1939a59a346e06f687928664f0d8479",
0.111498497s,HTTP/1.1,,64.233.172.202,GET,958,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.well-known/acme-challenge/install.php",3740,34.143.75.2,404,Google,6911882a00022ff9b721d596,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:37:30.150359452Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,071d634e18335a75,,"'2025-11-10T06:37:30.012509Z","'projects/cocreator-d0nbh/traces/9023ef3ec94b8a8c221b5cccb241f636",true
0.020507218s,HTTP/1.1,https://sfaisolutions.com/contact,192.178.15.72,GET,1045,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/contact",4476,34.143.77.2,200,Google,691184cb000c0db3911afea8,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:08.030066153Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,83600776ab808d81,,"'2025-11-10T06:23:07.767234Z","'projects/cocreator-d0nbh/traces/e2cb17c845b67a4e46677d7c2689a751",
,,,,,,,,,,,691184ca000c3b5802ae810d,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:06.984025212Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Ready in 175ms","'2025-11-10T06:23:06.801624Z",,
,,,,,,,,,,,691184ca0009d390d99b7692,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:06.984025212Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Starting...","'2025-11-10T06:23:06.643984Z",,
,,,,,,,,,,,691184ca0009d289e2406e5f,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:06.984025212Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Network:      http://0.0.0.0:8080","'2025-11-10T06:23:06.643721Z",,
,,,,,,,,,,,691184ca0009d19e018424b8,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:06.984025212Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Local:        http://localhost:8080","'2025-11-10T06:23:06.643486Z",,
,,,,,,,,,,,691184ca0009cfccf6ff1785,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:06.649665778Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"   ▲ Next.js 15.3.3","'2025-11-10T06:23:06.643020Z",,
,,,,,,,,,,,691184ca0009be32ea2eec1a,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:06.914913246Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""sfaisolutions-frontend-1"" on port 8080.","'2025-11-10T06:23:06.638514Z",,
,,,,,,,,,,,691184c90003ab4a1e6b29f2,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,AUTOSCALING,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:05.249893795Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Starting new instance. Reason: AUTOSCALING - Instance started due to configured scaling factors (e.g. CPU utilization, request throughput, etc.) or no existing capacity for current traffic.","'2025-11-10T06:23:05.240458Z",,
1.994111316s,HTTP/1.1,https://sfaisolutions.com/,66.102.6.44,GET,1007,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.79.2,200,Google,691184cb00057973ea177bb9,"'firebase-app-hosting",001477829616c0d1b9abba96723d0d51114439278f2369e1450f603846b5f8d09e27364191b7e857a5fd8e5f3d49c483528e201444ac197deb41aa0388ae122c100ab863d5a43de0949ed6d25c1e,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T06:23:07.367310965Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,8a4e4f1512f9e486,,"'2025-11-10T06:23:05.209093Z","'projects/cocreator-d0nbh/traces/755297d789ab41e69027c419ea2614d6",true
0.025595916s,HTTP/1.1,,64.233.172.134,GET,1306,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/wp-admin/setup-config.php",3734,34.143.77.2,404,Google,691171a3000101e334b33856,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T05:01:23.073496910Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,cbdb1af1445bdcdd,,"'2025-11-10T05:01:23.021541Z","'projects/cocreator-d0nbh/traces/f05e61babe5b27137f3df3f59203a0e1",true
0.039184869s,HTTP/1.1,,64.233.172.73,GET,1312,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/wordpress/wp-admin/setup-config.php",3739,34.143.77.2,404,Google,691170df000beb908d7a3271,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:58:08.047877007Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,3304ed3f81fda77b,,"'2025-11-10T04:58:07.739597Z","'projects/cocreator-d0nbh/traces/8e5d0b9658198803fb706c53edb038a4",
0.026203534s,HTTP/1.1,,74.125.215.232,GET,1317,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/wordpress/wp-admin/setup-config.php",3740,34.143.75.2,404,Google,691170db0000b50a4cf099c5,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:58:03.053725781Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,1df57c82ef597a7f,,"'2025-11-10T04:58:03.011553Z","'projects/cocreator-d0nbh/traces/42273e48ba4bd4080b054577b5b3756e",true
