httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,"'labels.""goog-managed-by""",labels.instanceId,labels.scaling_reason,logName,protoPayload.methodName,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/minScale""","'protoPayload.response.metadata.annotations.""run.googleapis.com/cpu-throttling""","'protoPayload.response.metadata.annotations.""run.googleapis.com/execution-environment""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/sessionAffinity""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""goog-managed-by""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.serviceAccountName,protoPayload.response.spec.timeoutSeconds,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.serviceName,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
,,,,,,,,,,,6911c81d00058a522d3b3fab,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:21.702905159Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Starting...","'2025-11-10T11:10:21.363090Z",,
,,,,,,,,,,,6911c81d000589551dbc9835,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:21.702905159Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Network:      http://0.0.0.0:8080","'2025-11-10T11:10:21.362837Z",,
,,,,,,,,,,,6911c81d0005889c070c4e39,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:21.702905159Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Local:        http://localhost:8080","'2025-11-10T11:10:21.362652Z",,
,,,,,,,,,,,6911c81d0005875d4811b78f,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:21.371683705Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"   ▲ Next.js 15.3.3","'2025-11-10T11:10:21.362333Z",,
,,,,,,,,,,,6911c81d000573cdc652173d,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:21.497202270Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""sfaisolutions-frontend-1"" on port 8080.","'2025-11-10T11:10:21.357325Z",,
,,,,,,,,,,,6911c81b000c9436f15409eb,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,AUTOSCALING,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:19.832530721Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Starting new instance. Reason: AUTOSCALING - Instance started due to configured scaling factors (e.g. CPU utilization, request throughput, etc.) or no existing capacity for current traffic.","'2025-11-10T11:10:19.824374Z",,
2.087343128s,HTTP/1.1,,74.125.215.67,GET,949,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.79.2,200,Google,6911c81e00014fc58b1eae63,"'firebase-app-hosting",0014778296255d6ca17a8b3daad242c4f7f3bfcbc35ccda455c1884764ad67b8e0c39242f5806a0581469862bfd8de029b6ab1a0c123ac84019535c0ab11be5ec5fdb20df3d14b005ca9acb40f85,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T11:10:22.093815125Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,954d89338d57c08f,,"'2025-11-10T11:10:19.788217Z","'projects/cocreator-d0nbh/traces/56a42236975a390b1772fd7e706bede6",true
0.026236393s,HTTP/1.1,,74.125.212.137,GET,1132,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/pricing",5552,34.143.75.2,200,Google,6911c2910006d38d9e2a524c,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:41.736266002Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,e35ac16cb23ac2df,,"'2025-11-10T10:46:41.419126Z","'projects/cocreator-d0nbh/traces/1a24365b860045258783984f8c304f27",
,,,,,,,,,,,6911c2900007c0389c5516e1,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:40.665524771Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Ready in 201ms","'2025-11-10T10:46:40.507960Z",,
,,,,,,,,,,,6911c2900004fa88952b2d61,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:40.665524771Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Starting...","'2025-11-10T10:46:40.326280Z",,
,,,,,,,,,,,6911c2900004f97e1389baaf,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:40.665524771Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Network:      http://0.0.0.0:8080","'2025-11-10T10:46:40.326014Z",,
,,,,,,,,,,,6911c2900004f8e4463a5e10,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:40.665524771Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Local:        http://localhost:8080","'2025-11-10T10:46:40.325860Z",,
,,,,,,,,,,,6911c2900004f7429bfe72a3,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:40.335380509Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"   ▲ Next.js 15.3.3","'2025-11-10T10:46:40.325442Z",,
,,,,,,,,,,,6911c2900004e6511f8c2479,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:40.587016561Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""sfaisolutions-frontend-1"" on port 8080.","'2025-11-10T10:46:40.321105Z",,
,,,,,,,,,,,6911c28e000df2ac17315c36,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,AUTOSCALING,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:38.919672754Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Starting new instance. Reason: AUTOSCALING - Instance started due to configured scaling factors (e.g. CPU utilization, request throughput, etc.) or no existing capacity for current traffic.","'2025-11-10T10:46:38.914092Z",,
2.033562217s,HTTP/1.1,,64.233.172.40,GET,1125,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.77.2,200,Google,6911c2910000fdfd3ad707bf,"'firebase-app-hosting",00147782969a356813197b390b0c0b355ca2e9db7cb2f4c0592a45b256c9f6f0867a1ab305608a01b57eec46d7d18fa9cfd98fd75675edffe9c2156e281c95f675167b3b1f4a3f94db5575a54c0c,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T10:46:41.073397761Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,f60ead3e15c1ce56,,"'2025-11-10T10:46:38.884362Z","'projects/cocreator-d0nbh/traces/e7e57eedc7c5094324460295b324e634",true
0.018598529s,HTTP/1.1,,74.125.212.203,GET,1175,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/anonymous-hubs",972,34.143.77.2,200,Google,6911a3d0000c2b6e37480b2f,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:35:28.805218228Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,9b6f71deaae70339,,"'2025-11-10T08:35:28.761464Z","'projects/cocreator-d0nbh/traces/bb6a6a58a88032527267df5e167abceb",true
,,,,,,,,,,,6911a0790001a8b09581e83d,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:13.297934448Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Ready in 168ms","'2025-11-10T08:21:13.108720Z",,
,,,,,,,,,,,6911a078000e9e2a36851ad2,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:13.297934448Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Starting...","'2025-11-10T08:21:12.957994Z",,
,,,,,,,,,,,6911a078000e9d250d35e993,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:13.297934448Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Network:      http://0.0.0.0:8080","'2025-11-10T08:21:12.957733Z",,
,,,,,,,,,,,6911a078000e9c778f7898a6,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:13.297934448Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Local:        http://localhost:8080","'2025-11-10T08:21:12.957559Z",,
,,,,,,,,,,,6911a078000e9b24e764613b,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:12.964103015Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"   ▲ Next.js 15.3.3","'2025-11-10T08:21:12.957220Z",,
,,,,,,,,,,,6911a078000e8975d86324bf,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:13.233615542Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""sfaisolutions-frontend-1"" on port 8080.","'2025-11-10T08:21:12.952693Z",,
,,,,,,,,,,,6911a07700088bb82130ee35,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,AUTOSCALING,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:11.566660471Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Starting new instance. Reason: AUTOSCALING - Instance started due to configured scaling factors (e.g. CPU utilization, request throughput, etc.) or no existing capacity for current traffic.","'2025-11-10T08:21:11.560056Z",,
1.955015945s,HTTP/1.1,http://sfaisolutions.com,64.233.172.44,GET,1196,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.75.2,200,Google,6911a0790009abbe7db46149,"'firebase-app-hosting",001477829671589135c47c065d46ac0ac6e4e8e80914c535e81356f02fb006a6d51ef5e829ff9c0901f368377d0580c78ecdeb04134ac9b8eb5bde4d600d4a050ca88e5bea1bea8b9668d3a68ad9,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T08:21:13.640075684Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,4ad13541e13b8425,,"'2025-11-10T08:21:11.525034Z","'projects/cocreator-d0nbh/traces/268c3fe70a97091bd823d4fc2903fc1d",true
0.017265113s,HTTP/1.1,https://sfaisolutions.com/,66.102.6.77,GET,1185,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/favicon.ico",15409,34.143.79.2,200,Google,69119b77000c2bc21535c2e0,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:52.077226134Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,b57cfa81980b42e8,,"'2025-11-10T07:59:51.778188Z","'projects/cocreator-d0nbh/traces/b2129e21c70924cb1e922cf4d308d446",
,,,,,,,,,,,69119b75000d51e4e8a97293,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:50.060307735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Ready in 171ms","'2025-11-10T07:59:49.872932Z",,
,,,,,,,,,,,69119b75000afe80a564a8e9,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:50.060307735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Starting...","'2025-11-10T07:59:49.720512Z",,
,,,,,,,,,,,69119b75000afd8a652b3081,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:50.060307735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Network:      http://0.0.0.0:8080","'2025-11-10T07:59:49.720266Z",,
,,,,,,,,,,,69119b75000afd0f7f431db9,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:50.060307735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Local:        http://localhost:8080","'2025-11-10T07:59:49.720143Z",,
,,,,,,,,,,,69119b75000afbd2cbd4b8ed,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:50.048175528Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""sfaisolutions-frontend-1"" on port 8080.","'2025-11-10T07:59:49.719826Z",,
,,,,,,,,,,,69119b75000afb8bee030842,"'firebase-app-hosting",0014778296932aa12d9a8ca301241ab5a59fd3069576a462cfe3fedac56e89f5fdaa46dc104efe58b94b2590ec8e87712a86b4efa8c66a0901d04ef0e3828b1ee3ba8828fbee573ba819d9c05d96,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T07:59:49.727193791Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"   ▲ Next.js 15.3.3","'2025-11-10T07:59:49.719755Z",,
